qid,hallucinated,scorer,score_column,score,threshold,predicted_label,group
556,1,EGH,scores.egh_probe_oof,0.33842945632901744,0.5583101958587429,0,FN
561,1,EGH,scores.egh_probe_oof,0.02262562649697305,0.5583101958587429,0,FN
587,1,EGH,scores.egh_probe_oof,0.2820671145281966,0.5583101958587429,0,FN
605,1,EGH,scores.egh_probe_oof,0.003907150480157392,0.5583101958587429,0,FN
636,1,EGH,scores.egh_probe_oof,0.012294760232947016,0.5583101958587429,0,FN
666,1,EGH,scores.egh_probe_oof,0.37898224176707906,0.5583101958587429,0,FN
695,1,EGH,scores.egh_probe_oof,0.026697498899100863,0.5583101958587429,0,FN
697,1,EGH,scores.egh_probe_oof,0.23126234568006288,0.5583101958587429,0,FN
717,1,EGH,scores.egh_probe_oof,0.24230193143755674,0.5583101958587429,0,FN
720,1,EGH,scores.egh_probe_oof,0.39286541335425146,0.5583101958587429,0,FN
731,1,EGH,scores.egh_probe_oof,0.1271890074286363,0.5583101958587429,0,FN
74,1,EGH,scores.egh_probe_oof,0.004170383843288664,0.5583101958587429,0,FN
740,1,EGH,scores.egh_probe_oof,0.33883619719650293,0.5583101958587429,0,FN
763,1,EGH,scores.egh_probe_oof,0.11725141114355248,0.5583101958587429,0,FN
766,1,EGH,scores.egh_probe_oof,0.5126831739115404,0.5583101958587429,0,FN
774,1,EGH,scores.egh_probe_oof,0.07840273670521347,0.5583101958587429,0,FN
799,1,EGH,scores.egh_probe_oof,0.09576005074666916,0.5583101958587429,0,FN
805,1,EGH,scores.egh_probe_oof,0.04114532725796885,0.5583101958587429,0,FN
84,1,EGH,scores.egh_probe_oof,0.037794764888083573,0.5583101958587429,0,FN
115,0,EGH,scores.egh_probe_oof,0.6416623311950893,0.5583101958587429,1,FP
152,0,EGH,scores.egh_probe_oof,0.9103628560301215,0.5583101958587429,1,FP
201,0,EGH,scores.egh_probe_oof,0.9544367832800891,0.5583101958587429,1,FP
209,0,EGH,scores.egh_probe_oof,0.8719535871988503,0.5583101958587429,1,FP
247,0,EGH,scores.egh_probe_oof,0.925858211607492,0.5583101958587429,1,FP
249,0,EGH,scores.egh_probe_oof,0.9801494608622227,0.5583101958587429,1,FP
264,0,EGH,scores.egh_probe_oof,0.9974913892287274,0.5583101958587429,1,FP
28,0,EGH,scores.egh_probe_oof,0.677921005887047,0.5583101958587429,1,FP
311,0,EGH,scores.egh_probe_oof,0.6160718123251923,0.5583101958587429,1,FP
325,0,EGH,scores.egh_probe_oof,0.969419870662245,0.5583101958587429,1,FP
333,0,EGH,scores.egh_probe_oof,0.9971706560934183,0.5583101958587429,1,FP
335,0,EGH,scores.egh_probe_oof,0.9869002110251718,0.5583101958587429,1,FP
350,0,EGH,scores.egh_probe_oof,0.6256487201041117,0.5583101958587429,1,FP
36,0,EGH,scores.egh_probe_oof,0.8944613492994461,0.5583101958587429,1,FP
391,0,EGH,scores.egh_probe_oof,0.9956100226372017,0.5583101958587429,1,FP
393,0,EGH,scores.egh_probe_oof,0.9976974820647462,0.5583101958587429,1,FP
402,0,EGH,scores.egh_probe_oof,0.8609667589455946,0.5583101958587429,1,FP
407,0,EGH,scores.egh_probe_oof,0.943047239552102,0.5583101958587429,1,FP
409,0,EGH,scores.egh_probe_oof,0.7081181651515925,0.5583101958587429,1,FP
417,0,EGH,scores.egh_probe_oof,0.9991363005510093,0.5583101958587429,1,FP
421,0,EGH,scores.egh_probe_oof,0.9995450601051096,0.5583101958587429,1,FP
430,0,EGH,scores.egh_probe_oof,0.9979036094337864,0.5583101958587429,1,FP
431,0,EGH,scores.egh_probe_oof,0.9202222043834554,0.5583101958587429,1,FP
443,0,EGH,scores.egh_probe_oof,0.9908814790154126,0.5583101958587429,1,FP
460,0,EGH,scores.egh_probe_oof,0.9898859219536637,0.5583101958587429,1,FP
463,0,EGH,scores.egh_probe_oof,0.6426947797487951,0.5583101958587429,1,FP
472,0,EGH,scores.egh_probe_oof,0.9983289077957933,0.5583101958587429,1,FP
483,0,EGH,scores.egh_probe_oof,0.7602049254325709,0.5583101958587429,1,FP
520,0,EGH,scores.egh_probe_oof,0.9980951335976294,0.5583101958587429,1,FP
535,0,EGH,scores.egh_probe_oof,0.9942970755340232,0.5583101958587429,1,FP
553,0,EGH,scores.egh_probe_oof,0.6397734814830037,0.5583101958587429,1,FP
572,0,EGH,scores.egh_probe_oof,0.8988255633331315,0.5583101958587429,1,FP
576,0,EGH,scores.egh_probe_oof,0.8914632932438196,0.5583101958587429,1,FP
602,0,EGH,scores.egh_probe_oof,0.9931083979640706,0.5583101958587429,1,FP
629,0,EGH,scores.egh_probe_oof,0.9873890208142073,0.5583101958587429,1,FP
641,0,EGH,scores.egh_probe_oof,0.6958624842401044,0.5583101958587429,1,FP
657,0,EGH,scores.egh_probe_oof,0.7700732561077954,0.5583101958587429,1,FP
689,0,EGH,scores.egh_probe_oof,0.8629287930568762,0.5583101958587429,1,FP
694,0,EGH,scores.egh_probe_oof,0.8180765448352952,0.5583101958587429,1,FP
707,0,EGH,scores.egh_probe_oof,0.6901552691384627,0.5583101958587429,1,FP
726,0,EGH,scores.egh_probe_oof,0.9901263448459343,0.5583101958587429,1,FP
735,0,EGH,scores.egh_probe_oof,0.776841236993886,0.5583101958587429,1,FP
736,0,EGH,scores.egh_probe_oof,0.8190805525202812,0.5583101958587429,1,FP
739,0,EGH,scores.egh_probe_oof,0.9860698136312104,0.5583101958587429,1,FP
745,0,EGH,scores.egh_probe_oof,0.6670240200378207,0.5583101958587429,1,FP
746,0,EGH,scores.egh_probe_oof,0.8878894323644133,0.5583101958587429,1,FP
762,0,EGH,scores.egh_probe_oof,0.6491721563484069,0.5583101958587429,1,FP
816,0,EGH,scores.egh_probe_oof,0.5763590580237999,0.5583101958587429,1,FP
9,0,EGH,scores.egh_probe_oof,0.96402548213805,0.5583101958587429,1,FP
101,1,EGH,scores.egh_probe_oof,0.9748052387566144,0.5583101958587429,1,TP
110,1,EGH,scores.egh_probe_oof,0.9988541135247575,0.5583101958587429,1,TP
124,1,EGH,scores.egh_probe_oof,0.7076234188525354,0.5583101958587429,1,TP
129,1,EGH,scores.egh_probe_oof,0.9999999999999996,0.5583101958587429,1,TP
132,1,EGH,scores.egh_probe_oof,0.63153501331401,0.5583101958587429,1,TP
137,1,EGH,scores.egh_probe_oof,0.867674644142196,0.5583101958587429,1,TP
147,1,EGH,scores.egh_probe_oof,0.9484078135866298,0.5583101958587429,1,TP
17,1,EGH,scores.egh_probe_oof,0.5934615569858036,0.5583101958587429,1,TP
173,1,EGH,scores.egh_probe_oof,1.0,0.5583101958587429,1,TP
174,1,EGH,scores.egh_probe_oof,0.6867124368473739,0.5583101958587429,1,TP
184,1,EGH,scores.egh_probe_oof,0.7596835422263002,0.5583101958587429,1,TP
207,1,EGH,scores.egh_probe_oof,0.9994974867242523,0.5583101958587429,1,TP
213,1,EGH,scores.egh_probe_oof,0.9394667137701331,0.5583101958587429,1,TP
215,1,EGH,scores.egh_probe_oof,0.8911879201675672,0.5583101958587429,1,TP
23,1,EGH,scores.egh_probe_oof,0.9724359747033565,0.5583101958587429,1,TP
231,1,EGH,scores.egh_probe_oof,0.9882582823830193,0.5583101958587429,1,TP
24,1,EGH,scores.egh_probe_oof,0.6024686822990661,0.5583101958587429,1,TP
244,1,EGH,scores.egh_probe_oof,0.7982626579255867,0.5583101958587429,1,TP
265,1,EGH,scores.egh_probe_oof,0.9998778534229692,0.5583101958587429,1,TP
29,1,EGH,scores.egh_probe_oof,0.5583101958587429,0.5583101958587429,1,TP
301,1,EGH,scores.egh_probe_oof,0.7428515406521478,0.5583101958587429,1,TP
302,1,EGH,scores.egh_probe_oof,0.9928328357674949,0.5583101958587429,1,TP
306,1,EGH,scores.egh_probe_oof,0.8523648891249173,0.5583101958587429,1,TP
307,1,EGH,scores.egh_probe_oof,0.7739547936261095,0.5583101958587429,1,TP
308,1,EGH,scores.egh_probe_oof,0.6768975126808978,0.5583101958587429,1,TP
312,1,EGH,scores.egh_probe_oof,0.9771896440949623,0.5583101958587429,1,TP
327,1,EGH,scores.egh_probe_oof,0.5893755882528005,0.5583101958587429,1,TP
357,1,EGH,scores.egh_probe_oof,0.6868027221260143,0.5583101958587429,1,TP
358,1,EGH,scores.egh_probe_oof,0.9907413854929643,0.5583101958587429,1,TP
359,1,EGH,scores.egh_probe_oof,0.7205281461531177,0.5583101958587429,1,TP
374,1,EGH,scores.egh_probe_oof,0.5616671367611231,0.5583101958587429,1,TP
375,1,EGH,scores.egh_probe_oof,0.911887999255268,0.5583101958587429,1,TP
378,1,EGH,scores.egh_probe_oof,0.9677430896346677,0.5583101958587429,1,TP
383,1,EGH,scores.egh_probe_oof,0.9938539905224962,0.5583101958587429,1,TP
395,1,EGH,scores.egh_probe_oof,0.621476760779447,0.5583101958587429,1,TP
397,1,EGH,scores.egh_probe_oof,0.8498056406394856,0.5583101958587429,1,TP
398,1,EGH,scores.egh_probe_oof,0.995588520332133,0.5583101958587429,1,TP
401,1,EGH,scores.egh_probe_oof,0.6348775249563317,0.5583101958587429,1,TP
403,1,EGH,scores.egh_probe_oof,0.9963575844337068,0.5583101958587429,1,TP
414,1,EGH,scores.egh_probe_oof,0.995538151679263,0.5583101958587429,1,TP
415,1,EGH,scores.egh_probe_oof,0.9971326509573928,0.5583101958587429,1,TP
422,1,EGH,scores.egh_probe_oof,0.9973734235343072,0.5583101958587429,1,TP
423,1,EGH,scores.egh_probe_oof,0.9997622718799196,0.5583101958587429,1,TP
424,1,EGH,scores.egh_probe_oof,0.7770199556941942,0.5583101958587429,1,TP
427,1,EGH,scores.egh_probe_oof,0.9995059359491735,0.5583101958587429,1,TP
435,1,EGH,scores.egh_probe_oof,0.999937529568757,0.5583101958587429,1,TP
436,1,EGH,scores.egh_probe_oof,0.9989512008125291,0.5583101958587429,1,TP
440,1,EGH,scores.egh_probe_oof,0.7502787966157504,0.5583101958587429,1,TP
446,1,EGH,scores.egh_probe_oof,0.8539693532971567,0.5583101958587429,1,TP
447,1,EGH,scores.egh_probe_oof,0.9991917384574016,0.5583101958587429,1,TP
449,1,EGH,scores.egh_probe_oof,0.8322759016179403,0.5583101958587429,1,TP
456,1,EGH,scores.egh_probe_oof,0.9742288409279639,0.5583101958587429,1,TP
468,1,EGH,scores.egh_probe_oof,0.6095119803745959,0.5583101958587429,1,TP
477,1,EGH,scores.egh_probe_oof,0.9010028713605318,0.5583101958587429,1,TP
481,1,EGH,scores.egh_probe_oof,0.8338593375819127,0.5583101958587429,1,TP
489,1,EGH,scores.egh_probe_oof,0.8706720583079938,0.5583101958587429,1,TP
494,1,EGH,scores.egh_probe_oof,0.9759191315783239,0.5583101958587429,1,TP
5,1,EGH,scores.egh_probe_oof,0.9744297865104287,0.5583101958587429,1,TP
503,1,EGH,scores.egh_probe_oof,0.7103739182591308,0.5583101958587429,1,TP
513,1,EGH,scores.egh_probe_oof,0.7337707313730852,0.5583101958587429,1,TP
542,1,EGH,scores.egh_probe_oof,0.7299905966335408,0.5583101958587429,1,TP
544,1,EGH,scores.egh_probe_oof,0.660063131848512,0.5583101958587429,1,TP
547,1,EGH,scores.egh_probe_oof,0.9945287880833559,0.5583101958587429,1,TP
548,1,EGH,scores.egh_probe_oof,0.9996496007730006,0.5583101958587429,1,TP
559,1,EGH,scores.egh_probe_oof,0.9888348165944261,0.5583101958587429,1,TP
560,1,EGH,scores.egh_probe_oof,0.9993352535189978,0.5583101958587429,1,TP
583,1,EGH,scores.egh_probe_oof,0.9994092171761156,0.5583101958587429,1,TP
584,1,EGH,scores.egh_probe_oof,0.9998399630212871,0.5583101958587429,1,TP
586,1,EGH,scores.egh_probe_oof,0.9447406011957555,0.5583101958587429,1,TP
588,1,EGH,scores.egh_probe_oof,0.9988894162646164,0.5583101958587429,1,TP
592,1,EGH,scores.egh_probe_oof,0.9995996731917695,0.5583101958587429,1,TP
593,1,EGH,scores.egh_probe_oof,0.8354550569596841,0.5583101958587429,1,TP
599,1,EGH,scores.egh_probe_oof,0.9995564730863212,0.5583101958587429,1,TP
600,1,EGH,scores.egh_probe_oof,0.9913756786932568,0.5583101958587429,1,TP
601,1,EGH,scores.egh_probe_oof,0.6506261148156399,0.5583101958587429,1,TP
612,1,EGH,scores.egh_probe_oof,0.9229371591418468,0.5583101958587429,1,TP
615,1,EGH,scores.egh_probe_oof,0.9251666814083135,0.5583101958587429,1,TP
617,1,EGH,scores.egh_probe_oof,0.976762471483844,0.5583101958587429,1,TP
620,1,EGH,scores.egh_probe_oof,0.9486716130208402,0.5583101958587429,1,TP
622,1,EGH,scores.egh_probe_oof,0.9544567116278728,0.5583101958587429,1,TP
624,1,EGH,scores.egh_probe_oof,0.9604724888727434,0.5583101958587429,1,TP
625,1,EGH,scores.egh_probe_oof,0.9995058933605091,0.5583101958587429,1,TP
627,1,EGH,scores.egh_probe_oof,0.9891262064370315,0.5583101958587429,1,TP
628,1,EGH,scores.egh_probe_oof,0.7832739687780059,0.5583101958587429,1,TP
632,1,EGH,scores.egh_probe_oof,0.9995314039539602,0.5583101958587429,1,TP
64,1,EGH,scores.egh_probe_oof,0.997902489323613,0.5583101958587429,1,TP
646,1,EGH,scores.egh_probe_oof,0.599113547378201,0.5583101958587429,1,TP
648,1,EGH,scores.egh_probe_oof,0.7138161124955709,0.5583101958587429,1,TP
679,1,EGH,scores.egh_probe_oof,0.961875787184331,0.5583101958587429,1,TP
683,1,EGH,scores.egh_probe_oof,0.9770261245796148,0.5583101958587429,1,TP
685,1,EGH,scores.egh_probe_oof,0.7994313539233512,0.5583101958587429,1,TP
691,1,EGH,scores.egh_probe_oof,0.5926744619483042,0.5583101958587429,1,TP
716,1,EGH,scores.egh_probe_oof,0.5688165783785137,0.5583101958587429,1,TP
770,1,EGH,scores.egh_probe_oof,0.9864142013141695,0.5583101958587429,1,TP
783,1,EGH,scores.egh_probe_oof,0.6875864917762687,0.5583101958587429,1,TP
793,1,EGH,scores.egh_probe_oof,0.9452550790223488,0.5583101958587429,1,TP
8,1,EGH,scores.egh_probe_oof,1.0,0.5583101958587429,1,TP
810,1,EGH,scores.egh_probe_oof,0.999642204344676,0.5583101958587429,1,TP
812,1,EGH,scores.egh_probe_oof,0.999976723532088,0.5583101958587429,1,TP
814,1,EGH,scores.egh_probe_oof,0.9992377797191632,0.5583101958587429,1,TP
92,1,EGH,scores.egh_probe_oof,0.8495581001133297,0.5583101958587429,1,TP
138,0,Hidden,scores.hidden_probe_oof,0.002897269154993521,0.12958998439632516,0,TN
140,0,Hidden,scores.hidden_probe_oof,0.06067343676082458,0.12958998439632516,0,TN
149,0,Hidden,scores.hidden_probe_oof,0.00018732576603211,0.12958998439632516,0,TN
150,0,Hidden,scores.hidden_probe_oof,0.0009065616390592412,0.12958998439632516,0,TN
164,0,Hidden,scores.hidden_probe_oof,0.06945408905275177,0.12958998439632516,0,TN
171,0,Hidden,scores.hidden_probe_oof,0.00014570543280826876,0.12958998439632516,0,TN
172,0,Hidden,scores.hidden_probe_oof,0.0047464845732360685,0.12958998439632516,0,TN
180,0,Hidden,scores.hidden_probe_oof,0.008426150085126847,0.12958998439632516,0,TN
191,0,Hidden,scores.hidden_probe_oof,0.015864587260544613,0.12958998439632516,0,TN
192,0,Hidden,scores.hidden_probe_oof,0.001212964671780374,0.12958998439632516,0,TN
198,0,Hidden,scores.hidden_probe_oof,0.0024560133408566033,0.12958998439632516,0,TN
199,0,Hidden,scores.hidden_probe_oof,0.0006363640458927597,0.12958998439632516,0,TN
200,0,Hidden,scores.hidden_probe_oof,0.07328641821972377,0.12958998439632516,0,TN
229,0,Hidden,scores.hidden_probe_oof,0.0044249286063315655,0.12958998439632516,0,TN
232,0,Hidden,scores.hidden_probe_oof,0.0002693203757650572,0.12958998439632516,0,TN
239,0,Hidden,scores.hidden_probe_oof,0.003360722539836223,0.12958998439632516,0,TN
241,0,Hidden,scores.hidden_probe_oof,0.005464668052969651,0.12958998439632516,0,TN
247,0,Hidden,scores.hidden_probe_oof,0.02048290633550167,0.12958998439632516,0,TN
262,0,Hidden,scores.hidden_probe_oof,0.0032923023311993206,0.12958998439632516,0,TN
263,0,Hidden,scores.hidden_probe_oof,0.026289401647422432,0.12958998439632516,0,TN
272,0,Hidden,scores.hidden_probe_oof,0.04928902229509612,0.12958998439632516,0,TN
277,0,Hidden,scores.hidden_probe_oof,0.0008999792187857665,0.12958998439632516,0,TN
