task,model,seed,score_key,direction,N,pos_rate,auroc,auroc_boot_mean,auroc_ci95_lo,auroc_ci95_hi,spearman_rho_boot_mean,spearman_ci95_lo,spearman_ci95_hi,manifest_file,results_file,boot_file
medqa,mistral,0,hidden_probe_oof,1.0,1000,0.498,0.5794332709323349,0.5794060928974863,0.5435843973503576,0.6155835493367894,0.13753463023549065,0.07548999377957498,0.20019548954566585,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_0\medqa_mistral_seed0.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_0\medqa_mistral_seed0.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_0\medqa_mistral_seed0.B5000.manifest.bootstrap_indices.npz
medqa,mistral,42,hidden_probe_oof,1.0,1000,0.498,0.5748771980351686,0.574861364181827,0.5388777220435528,0.6094223507576121,0.12966297240619415,0.06733781307907721,0.18952401357989423,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_42\medqa_mistral_seed42.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_42\medqa_mistral_seed42.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_42\medqa_mistral_seed42.B5000.manifest.bootstrap_indices.npz
medqa,mistral,123,hidden_probe_oof,1.0,1000,0.498,0.552292836685387,0.5526924990799853,0.5162986607785723,0.5881824109185747,0.09126558329328,0.028229948557282804,0.152735553734227,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_123\medqa_mistral_seed123.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_123\medqa_mistral_seed123.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_123\medqa_mistral_seed123.B5000.manifest.bootstrap_indices.npz
medqa,mistral,999,hidden_probe_oof,1.0,1000,0.498,0.5744131906110497,0.5743390982255716,0.538148010368166,0.6101825629210068,0.12875838611992071,0.06607394041619657,0.1908407559989636,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_999\medqa_mistral_seed999.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_999\medqa_mistral_seed999.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_999\medqa_mistral_seed999.B5000.manifest.bootstrap_indices.npz
medqa,mistral,2026,hidden_probe_oof,1.0,1000,0.498,0.5656490503848062,0.5657370925934815,0.5310990975855614,0.6012925206803309,0.1138593574112876,0.053864922856335935,0.17544284516924075,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_2026\medqa_mistral_seed2026.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_2026\medqa_mistral_seed2026.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_2026\medqa_mistral_seed2026.B5000.manifest.bootstrap_indices.npz
medqa,mistral,0,lntp,1.0,1000,0.498,0.5050500808012928,0.5052345881534104,0.46980956695307124,0.5411852589641434,0.00906711736715389,-0.05229401693524961,0.07133861187410158,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_0\medqa_mistral_seed0.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_0\medqa_mistral_seed0.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_0\medqa_mistral_seed0.B5000.manifest.bootstrap_indices.npz
medqa,mistral,42,lntp,1.0,1000,0.498,0.5050500808012928,0.5048903198451175,0.46928480855693694,0.5407492019872318,0.00847078583861797,-0.053203763069960136,0.07058402467167355,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_42\medqa_mistral_seed42.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_42\medqa_mistral_seed42.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_42\medqa_mistral_seed42.B5000.manifest.bootstrap_indices.npz
medqa,mistral,123,lntp,1.0,1000,0.498,0.5050500808012928,0.5052341973471576,0.4700205203283253,0.5416986171778749,0.009066439677451306,-0.05192868598128424,0.07222957108696113,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_123\medqa_mistral_seed123.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_123\medqa_mistral_seed123.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_123\medqa_mistral_seed123.B5000.manifest.bootstrap_indices.npz
medqa,mistral,999,lntp,1.0,1000,0.498,0.5050500808012928,0.5051510604169667,0.46967131474103585,0.541519314309029,0.008922429768039922,-0.05253381445793204,0.07191764675507258,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_999\medqa_mistral_seed999.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_999\medqa_mistral_seed999.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_999\medqa_mistral_seed999.B5000.manifest.bootstrap_indices.npz
medqa,mistral,2026,lntp,1.0,1000,0.498,0.5050500808012928,0.5053479979679674,0.46905950495207926,0.5417289676634827,0.009263562173708419,-0.053593342462445695,0.07228127029439226,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_2026\medqa_mistral_seed2026.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_2026\medqa_mistral_seed2026.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\oof_seeds\medqa_mistral\seed_2026\medqa_mistral_seed2026.B5000.manifest.bootstrap_indices.npz
