task,model,n_splits,score_key,direction,N,pos_rate,auroc,auroc_boot_mean,auroc_ci95_lo,auroc_ci95_hi,spearman_rho_boot_mean,spearman_ci95_lo,spearman_ci95_hi,manifest_file,results_file,boot_file
medqa,biomistral,5,mtp,1.0,1000,0.553,0.5010194545917934,0.5007611474527794,0.4647801699900078,0.536776268148921,0.001311183002063725,-0.060670602761215636,0.06335182091293604,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_biomistral\n_5\medqa_biomistral_nsplits5.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_biomistral\n_5\medqa_biomistral_nsplits5.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_biomistral\n_5\medqa_biomistral_nsplits5.B5000.manifest.bootstrap_indices.npz
medqa,biomistral,10,mtp,1.0,1000,0.553,0.5010194545917934,0.5007611474527794,0.4647801699900078,0.536776268148921,0.001311183002063725,-0.060670602761215636,0.06335182091293604,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_biomistral\n_10\medqa_biomistral_nsplits10.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_biomistral\n_10\medqa_biomistral_nsplits10.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_biomistral\n_10\medqa_biomistral_nsplits10.B5000.manifest.bootstrap_indices.npz
medqa,mistral,3,egh_probe_oof,1.0,1000,0.498,0.5813413014608234,0.5810896982351718,0.5462596401542424,0.615777452439239,0.14045070488916317,0.08012362835576,0.2005313351696516,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.manifest.bootstrap_indices.npz
medqa,mistral,5,egh_probe_oof,1.0,1000,0.498,0.5981375702011232,0.5980336709387349,0.5622367957887326,0.6341342461479383,0.16979836507468085,0.1077967118163903,0.2323261016174188,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.manifest.bootstrap_indices.npz
medqa,mistral,10,egh_probe_oof,1.0,1000,0.498,0.6083177330837294,0.6082350285604569,0.5735647770364326,0.6435446967151474,0.1874675364814289,0.1274172158517548,0.24862533728396138,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.manifest.bootstrap_indices.npz
medqa,mistral,3,hidden_probe_oof,1.0,1000,0.498,0.5884934158946543,0.5885003360053761,0.5523484375750012,0.6227300636810189,0.15328623456126925,0.09066963581454444,0.21257353046547658,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.manifest.bootstrap_indices.npz
medqa,mistral,5,hidden_probe_oof,1.0,1000,0.498,0.5748771980351686,0.574861364181827,0.5388777220435528,0.6094223507576121,0.12966297240619415,0.06733781307907721,0.18952401357989423,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.manifest.bootstrap_indices.npz
medqa,mistral,10,hidden_probe_oof,1.0,1000,0.498,0.5682730923694779,0.5680869493911902,0.5327956247299958,0.6024061384982159,0.11792940638664977,0.0568033753617811,0.17737165756387016,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.manifest.bootstrap_indices.npz
medqa,mistral,3,lntp,1.0,1000,0.498,0.5050500808012928,0.5048903198451175,0.46928480855693694,0.5407492019872318,0.00847078583861797,-0.053203763069960136,0.07058402467167355,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.manifest.bootstrap_indices.npz
medqa,mistral,5,lntp,1.0,1000,0.498,0.5050500808012928,0.5048903198451175,0.46928480855693694,0.5407492019872318,0.00847078583861797,-0.053203763069960136,0.07058402467167355,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.manifest.bootstrap_indices.npz
medqa,mistral,10,lntp,1.0,1000,0.498,0.5050500808012928,0.5048903198451175,0.46928480855693694,0.5407492019872318,0.00847078583861797,-0.053203763069960136,0.07058402467167355,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.manifest.bootstrap_indices.npz
medqa,mistral,3,mtp,1.0,1000,0.498,0.5083941343061489,0.5082567961087378,0.4724829597273556,0.5444254108065729,0.014302035236154422,-0.04766366645930855,0.0769516604905425,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_3\medqa_mistral_nsplits3.B5000.manifest.bootstrap_indices.npz
medqa,mistral,5,mtp,1.0,1000,0.498,0.5083941343061489,0.5082567961087378,0.4724829597273556,0.5444254108065729,0.014302035236154422,-0.04766366645930855,0.0769516604905425,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_5\medqa_mistral_nsplits5.B5000.manifest.bootstrap_indices.npz
medqa,mistral,10,mtp,1.0,1000,0.498,0.5083941343061489,0.5082567961087378,0.4724829597273556,0.5444254108065729,0.014302035236154422,-0.04766366645930855,0.0769516604905425,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\medqa_mistral\n_10\medqa_mistral_nsplits10.B5000.manifest.bootstrap_indices.npz
pubmedqa,biomistral,3,egh_probe_oof,1.0,1000,0.425,0.6321023017902814,0.6320979159079285,0.5974707928388747,0.6662427621483376,0.22621221908924316,0.16691470681384607,0.2846838520485107,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.manifest.bootstrap_indices.npz
pubmedqa,biomistral,5,egh_probe_oof,1.0,1000,0.425,0.6289350383631713,0.62892470342711,0.5944097186700767,0.6640972890025575,0.22077822390579796,0.16167270901820313,0.2810098054505904,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.manifest.bootstrap_indices.npz
pubmedqa,biomistral,10,egh_probe_oof,1.0,1000,0.425,0.637818925831202,0.6377908370332481,0.6048650639386189,0.6724831713554987,0.23596111109260873,0.17957710911173616,0.29537029918861896,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_10\pubmedqa_biomistral_nsplits10.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_10\pubmedqa_biomistral_nsplits10.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_10\pubmedqa_biomistral_nsplits10.B5000.manifest.bootstrap_indices.npz
pubmedqa,biomistral,3,hidden_probe_oof,1.0,1000,0.425,0.6613156010230179,0.6616565769820971,0.6267532480818414,0.6954330434782607,0.2768302039418345,0.2170597049010551,0.33467100336571315,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.manifest.bootstrap_indices.npz
pubmedqa,biomistral,5,hidden_probe_oof,1.0,1000,0.425,0.6609145780051151,0.6612160736572891,0.6267293094629157,0.6954685421994884,0.2760758602119755,0.2170187351260236,0.33473177407700955,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.manifest.bootstrap_indices.npz
pubmedqa,biomistral,10,hidden_probe_oof,1.0,1000,0.425,0.6624,0.6626807856777494,0.628757442455243,0.6969957033248081,0.2785841189665847,0.22049180610744362,0.3373469258862488,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_10\pubmedqa_biomistral_nsplits10.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_10\pubmedqa_biomistral_nsplits10.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_10\pubmedqa_biomistral_nsplits10.B5000.manifest.bootstrap_indices.npz
pubmedqa,biomistral,3,lntp,1.0,1000,0.425,0.598657800511509,0.5988507756521739,0.5637937084398977,0.634490588235294,0.16930456538605812,0.10926186347787527,0.23034903420772188,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.manifest.bootstrap_indices.npz
pubmedqa,biomistral,5,lntp,1.0,1000,0.425,0.598657800511509,0.5988507756521739,0.5637937084398977,0.634490588235294,0.16930456538605812,0.10926186347787527,0.23034903420772188,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.manifest.bootstrap_indices.npz
pubmedqa,biomistral,10,lntp,1.0,1000,0.425,0.598657800511509,0.5988507756521739,0.5637937084398977,0.634490588235294,0.16930456538605812,0.10926186347787527,0.23034903420772188,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_10\pubmedqa_biomistral_nsplits10.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_10\pubmedqa_biomistral_nsplits10.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_10\pubmedqa_biomistral_nsplits10.B5000.manifest.bootstrap_indices.npz
pubmedqa,biomistral,3,mtp,1.0,1000,0.425,0.598657800511509,0.5988507756521739,0.5637937084398977,0.634490588235294,0.16930456538605812,0.10926186347787527,0.23034903420772188,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_3\pubmedqa_biomistral_nsplits3.B5000.manifest.bootstrap_indices.npz
pubmedqa,biomistral,5,mtp,1.0,1000,0.425,0.598657800511509,0.5988507756521739,0.5637937084398977,0.634490588235294,0.16930456538605812,0.10926186347787527,0.23034903420772188,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.manifest.json,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.results.jsonl,C:\Users\nikla\Desktop\Peojekt\uqlm_white_box_scorer\phase_2_medical\outputs\ablations\n_splits\pubmedqa_biomistral\n_5\pubmedqa_biomistral_nsplits5.B5000.manifest.bootstrap_indices.npz
